,id,eqn
142,1805.06837,"\label{left}
	\wh R_{ik} \overset{\E}{\le} 
	\sum_{b=1}^K\wt A_{kb}\wt C_{ab}+ \delta_{ik} \overset{(\ref{def_nu2})}{\le} \wt A_{ka}\wt C_{aa}+(1-\wt A_{ka})(\wt C_{aa}-\nu)+\delta_{ik} =\wt C_{aa}-(1-\wt A_{ka})\nu+\delta_{ik}.
	"
143,1805.06837,"\label{keyeq2}
	\left|\wh R_{ij} - \wh R_{jk}\right|\le  \delta_{ij}+\delta_{jk}.
	"
144,1805.06837,"\label{left2}
	\wh R_{ij} \overset{(\ref{left})}{\le} \wt C_{bb}-(1-\wt A_{ib})\nu+\delta_{ij}.
	"
145,1805.06837,"\label{right}
	\wh R_{jk} \ge \wh R_{jk'} \overset{\E}{\ge} R_{jk'}+\delta_{jk'} = \wt C_{bb} - \delta_{jk'}.
	"
146,1805.06837,"\label{def_A0}
	A^{(0)} = \begin{bmatrix}
	e_1 \otimes \bm{1}_{g_1} &  e_2 \otimes  \bm{1}_{g_2} & \cdots & e_K \otimes  \bm{1}_{g_K}\\
	\bm{1}_{|J|} & \bm{1}_{|J|} & \cdots & \bm{1}_{|J|}
	\end{bmatrix}\times \begin{bmatrix}
	{1\over g_1 + |J|} & &\\
	& \ddots & \\
	& &  {1\over g_K + |J|} 
	\end{bmatrix}
	"
147,1805.06837,"\label{eq_w}
	\left\|w^{(i)} - w^{(j)}\right\|_1 \ge {|I|+K|J|\over 16},\quad \text{for any } 0\le i\ne j\le T,
	"
148,1805.06837,"\label{eq_T}
	\log (T) \ge {\log (2) \over 16}(|I|+K|J|).
	"
149,1805.06837,"\label{eq_Aj}
	A^{(j)} = A^{(0)}+\gamma\begin{bmatrix}
	\wt w^{(j)}_1 & \cdots & \wt w^{(j)}_K
	\end{bmatrix}
	"
150,1805.06837,"\label{eq_gamma}
	\gamma = \sqrt{\log (2)\over 16^2c^2(1+c_0)}\sqrt{ K^2 \over nN(|I|+ K|J|)}
	"
151,1805.06837,"\label{eq_d0}
	D^{(0)}_{\ell i} = \sum_{k =1}^KA^{(0)}_{\ell k} W_{ki} = \left\{\begin{array}{ll}
	W_{ki} / (g_k+|J|) \ge cW_{ki}/ (|I|/K + |J|)& \text{ if }\ell \in I_k, k\in [K]\\
	\sum_k W_{ki} / (g_k+|J|)\ge c/(|I| / K+|J|) & \text{ if }\ell \in J
	\end{array}\right.
	"
152,1805.06837,"\label{eq_djd0}
	\left|D^{(j)}_{\ell i}- D^{(0)}_{\ell i}\right| =   \gamma\left|\sum_{k =1}^K \wt w^{(j)}_k(\ell)W_{ki}\right| \le
	\left\{\begin{array}{ll}
	W_{ki} \gamma& \text{ if }\ell \in I_k, k\in [K]\\
	\gamma& \text{ if }\ell \in J
	\end{array}\right.
	"
153,1805.06837,"\label{eq_d0_1}
	D^{(0)}_{\ell i} = \sum_{k =1}^KA^{(0)}_{\ell k} W_{ki} = \left\{\begin{array}{ll}
	W_{ki} / (g_k+|J|) \ge W_{ki}/ (g_{k^*} + |J|)& \text{ if }\ell \in I_k, k\in [K]\\
	\sum_k W_{ki} / (g_k+|J|)\ge 1/(g_{k^*}+|J|) & \text{ if }\ell \in J
	\end{array}\right.
	"
154,1805.06837,"\label{eq_djd0_1}
	\left|D^{(j)}_{\ell i}- D^{(0)}_{\ell i}\right|  =
	\left\{\begin{array}{ll}
	\gamma W_{k^*i}  \wt w^{(j)}_\ell\le \gamma W_{k^*i}, &  \text{ if }\ell \in I_{k^*}\cup J\\
	0, &\text{ otherwise}.
	\end{array}\right..
	"
155,1805.06837,"\label{rate_lbd_fast}
	\max_{i\in L}\sum_{j\in L}\eta_{ij} \lesssim \sqrt{\oa_I^{3}\og}\sqrt{\log M\over Knp^3N}.
	"
156,1805.06837,"\label{cond_rate_1}
	{\oa_I \og \over K}\ge	{\oa_I \over K}\ge {\oa_I \ug \over K} \ge \min_{i\in I}\mu_i \ge {2p\log M \over 3N},
	"
157,1805.06837,"\label{eq_omega_inv}
\|\omega_k\|_1 = \|\Omega_{\cdot k}\|_1 = \|\Theta_{LL}^{-1}e_k\|_1  = \|A_L^{-1}C^{-1}A_L^{-1}e_k\|_1 \le {p^2 \over  \alpha_{i_k}\ua_I}\|C^{-1}\|_\r.
"
158,1805.06837,"\label{disp_C_offdiag}
	\sum_{k'\ne k}{C_{kk'}}\le \left(\sum_{k'\ne k}\sqrt{C_{kk'}}\right)^2 = o(C_{kk}) ,\quad \text{for any }k\in [K]
	"
159,1805.06837,"\label{cond_rate_pN_I}
\min_{j\in I}{\u_j \over p} = \min_{j\in I}{1\over n}\sum_{i =1}^n \M_{ji} \ge {c\log M \over N},\quad 
\min_{j\in I}{m_j \over p} = \min_{j\in I}\max_{1\le i\le n}\M_{ji} \ge {c'(\log M)^2 \over N}.
"
160,1805.06837,"\label{app_eg_1}
	W = \begin{bmatrix}
	0.5 & 0.4 & 0 & 0 &  \bm{0.4} \\ 
	0.2 & 0.6 & 0.5 & 0.5 &  \bm{0} \\ 
	0.3 & 0 & 0.5 & 0.5 &  \bm{0.1}\\ 
	\bm{0} & \bm{0} & \bm{0} & \bm{0} & \bm{0.5} \\ 
	\end{bmatrix}\quad \Longrightarrow \quad 
	\wt C = \begin{bmatrix}
	0.34 & 0.15 & 0.1 & 0.31 \\ 
	0.15 & 0.28 & 0.22 & 0 \\ 
	0.1 & 0.22 & 0.31 & 0.07 \\ 
	0.31 & 0 & 0.07 & 1 \\ 
	\end{bmatrix}.
	"
161,1805.06837,"\label{app_eg_2}
	W = \begin{bmatrix}
	0.5 & 0.4 & 0 & 0 & \bm{0.3} \\ 
	0.2 & 0.6 & 0.5 & 0.5 & \bm{0.2} \\ 
	0.3 & 0 & 0.5 & 0.5 & \bm{0.4} \\ 
	\bm{0} & \bm{0} & \bm{0} & \bm{0} & \bm{0.1} \\ 
	\end{bmatrix}\quad \Longrightarrow\quad 
	\wt C = \begin{bmatrix}
	0.35 & 0.17 & 0.13 & 0.25 \\ 
	0.17 & 0.24 & 0.19 & 0.1 \\ 
	0.13 & 0.19 & 0.26 & 0.24 \\ 
	0.25 & 0.1 & 0.24 & 1 \\ 
	\end{bmatrix}.
	"
162,1805.06837,"\label{app_eg_3}
	W = \begin{bmatrix}
	0.5 & 0.4 & 0 & 0 & \bm{0.9} \\ 
	0.2 & 0.6 & 0.5 & 0.5 & \bm{0} \\ 
	0.3 & 0 & 0.5 & 0.5 & \bm{0} \\ 
	\bm{0} & \bm{0} & \bm{0} & \bm{0} & \bm{0.1}
	\end{bmatrix}\quad \Longrightarrow \quad 
	\wt C = \begin{bmatrix}
	\bm{0.38} & 0.1 & 0.06 & \bm{0.5} \\ 
	0.1 & 0.28 & 0.24 & 0 \\ 
	0.06 & 0.24 & 0.35 & 0 \\ 
	\bm{0.5} & 0 & 0 & 1 \\ 
	\end{bmatrix}.
	"
163,1805.06837,"\label{eq_ass_W^prime}
\cos\left( \angle( W_{i\cdot},   W_{j\cdot} ) \right)< \left(\frac{\zeta_i}{\zeta_j} \wedge  \frac{\zeta_j}{\zeta_i}\right)\left(1 -  {4\delta \over n\zeta_i  \zeta_j}
\right),\quad \text{for all $1\le i \ne j\le K$}.
"
164,1805.06837,"\label{eq_Theta_jj}
	\Theta_{jj} = {1\over n}\sum_{i = 1}^n\M_{ji}^2\le {1\over n}\sum_{i = 1}^n\M_{ji} \max_{1\le i\le n}\M_{ji} \overset{(\ref{def_uag})}{=} {\mu_j m_j \over p^2},
	"
165,1805.06837,"\label{dir_mean_var}
a_k := \EE[W_{ki}] = {d_k \over d_0}, \qquad \sigma_{kk}^2 := Var(W_{ki}) = {d_k (d_0 - d_k) \over d_0^2 (d_0 + 1)}
"
166,1805.06837,"\label{dir_sec_moment}
s_{kk} := \EE[W_{ki}^2] = {d_k(1+d_k) \over d_0(1+d_0)},\qquad s_{k\ell} := \EE[W_{ki}W_{\ell i}] = {d_k d_\ell \over d_0(1+ d_0)}.
"
167,1805.06837,"\label{eq_popu}
%	    {s_{kk} \over a_k^2} \wedge {s_{\ell\ell } \over  a_\ell^2} - {s_{k\ell }  \over a_k a_\ell }  = {1\over d_k \vee d_\ell}{d_0 \over 1+d_0}  > 4\delta.
%	"
168,1805.06837,"\label{def_event_dir}
\E_{dir} = \left\{
|\wh a_k - a_k| \le \eps_1^k, \quad 
|\wh s_{k\ell} - s_{k\ell} | \le \eps_2^{k\ell },\quad \text{for all }1\le k, \ell \le K
\right\}.
"
169,1805.06837,"\label{eq_sample_cond}
{\wh s_{kk} \over \wh a_k^2} \wedge {\wh s_{\ell\ell } \over \wh a_\ell^2} - {\wh s_{k\ell }  \over \wh a_k \wh a_\ell } > 4\delta,\quad \text{for any $1\le k<\ell \le K$}.
"
170,1805.06837,"\label{cond_dir_popu}
	%			    {\od(1+d_0)\over \ud } \le c\sqrt{n \over \log M},
	%			"
171,1805.06837,"\label{cond_dir}
	{1\vee \od \over \ud} d_0(1+d_0)  \le c{n \over \log M}
	"
172,1805.06837,"\label{cond_dir_popu}
	{\od(1+d_0)\over \ud } \le c\sqrt{n \over \log M},
	"
173,1805.06837,"\label{bd_delta}
	\delta \lesssim {1\over \min_k\wh a_k}\sqrt{1\over n}+ \sqrt{\log M \over n}.
	"
174,1805.06837,"\label{rate_eps}
	\eps_1^k = c_1\sqrt{d_k \over d_0(1+d_0)}\sqrt{\log M  \over n}, \quad  \eps_2^{k\ell} =  c_2\left\{\sqrt{d_kd_{\ell}\over d_0(1+d_0)}+\sqrt{ \log M \over n}\right\}\sqrt{\log M \over n},
	"
175,1805.06837,"\label{eq_ratio}
	{\wh s_{kk} \over  \wh a_k^2} - {\wh s_{k\ell} \over \wh a_k \wh a_\ell} =  {\wh s_{kk} \wh a_\ell - \wh s_{k\ell}\wh a_k \over \wh a_k^2 \wh a_\ell}> 4\delta 
	"
176,1805.06837,"\label{def_coh}
	Coherence(\mathcal{W}) := \sum_{w_1,w_2 \in \mathcal{W}}\log {D(w_1,w_2)+\eps \over D(w_2)}
	"
177,1806.04779,"
a+b=\gamma\label{eq}
"
178,1805.04655,"\label{evpi_equation}
 \text{EVPI}(q_i | p) = \sum_{a_j \in A} \mathbb{P}[a_j | p, q_i] \U(p+a_j)
"
179,1805.04655,"\label{evpi_equation_new}
%\argmax_{q \in Q} \sum_{a_{ij} \in SA_i} \mathbb{P}[a_{ij} | p, q_i]  \U(p+a_{ij})
%"
180,1806.04743,"
p(D|\boldsymbol{\omega}) = h(D) g(\boldsymbol{s}(D) | \boldsymbol{\omega} )
\label{eq:sufficiency}"
181,1806.04743,"
\boldsymbol{s}^{\ast} = \textrm{argmin}_{\boldsymbol{s}}  \Delta \omega_0.
\label{eq:general_task}"
182,1806.04743,"
\boldsymbol{s} (D, \boldsymbol{\phi})
 = \boldsymbol{s} \left ( \: \{ \:  \boldsymbol{f}(\boldsymbol{x}_i; \boldsymbol{\phi}) \:
  | \: \forall \: \boldsymbol{x}_i \in D \: \} \: \right )
\label{eq:summary}"
183,1806.04743,"
s_i(D;\boldsymbol{\phi})=\sum_{\boldsymbol{x} \in D}
\begin{cases}
      1 & i = {argmax}_{j=\{0,...,b\}}
        (f_j(\boldsymbol{x}; \boldsymbol{\phi})) \\
      0 & i \neq {argmax}_{j=\{0,...,b\}}
        (f_j(\boldsymbol{x}; \boldsymbol{\phi})) \\
   \end{cases}
\label{eq:argmax}"
184,1806.04743,"
\mathcal{L}(D; \boldsymbol{\theta},\boldsymbol{\phi})=\prod_{i=0 }^b
             \textrm{Pois} \left ( s_i (D; \boldsymbol{\phi}) \:  |
             \: \left ( \frac{n}{g} \right ) s_i (G_s;\boldsymbol{\phi}) \right )
\label{eq:likelihood}"
185,1806.04743,"
\hat{s}_i(D;\boldsymbol{\phi})=\sum_{x \in D}
  \frac{e^{f_i(\boldsymbol{x}; \boldsymbol{\phi})/\tau}}
  {\sum_{j=0}^{b} e^{f_j(\boldsymbol{x}; \boldsymbol{\phi})/\tau}}
\label{eq:soft_summary}"
186,1806.04743,"
\hat{\mathcal{L}}_A(\boldsymbol{\theta}; \boldsymbol{\phi})=\prod_{i=0 }^b
             \textrm{Pois} \left ( \left ( \frac{n}{g} \right )
            \hat{s}_i (G_s;\boldsymbol{\phi}) \:  | \: \left ( \frac{n}{g} \right )
             \hat{s}_i (G_s;\boldsymbol{\phi}) \right )
\label{eq:likelihood_asimov}"
187,1806.04743,"
{\boldsymbol{I}(\boldsymbol{\theta})}_{ij}
= \frac{\partial^2}{\partial {\theta_i} \partial {\theta_j}}
 \left ( - \log \mathcal{\hat{L}}_A(\boldsymbol{\theta};
 \boldsymbol{\phi}) \right )
\label{eq:fisher_info}"
188,1806.04743,"
\textrm{cov}_{\boldsymbol{\theta}}(\hat{\boldsymbol{\theta}}) \geq
I(\boldsymbol{\theta})^{-1}
\label{eq:CRB}"
189,1806.04743,"\hat{\mathcal{L}}_A'(\boldsymbol{\theta} ; \boldsymbol{\phi}) =
\hat{\mathcal{L}}_A(\boldsymbol{\theta} ; \boldsymbol{\phi})
\prod_{i=0}^{c}\mathcal{L}_C^i(\boldsymbol{\theta}).\label{eq:add_constraint}"
190,1806.04743,"
p(\boldsymbol{\theta}|D) \approx \textrm{Normal}(
\boldsymbol{\theta} ; \hat{\boldsymbol{\theta}},
I(\hat{\boldsymbol{\theta})}^{-1} )
\label{eq:normal_approx}"
191,1806.04743,"
U = I_{kk}^{-1}(\boldsymbol{\theta}_s)
\label{eq:example_loss}"
192,1806.04743,"
f_b(\boldsymbol{x} | r, \lambda) =
\mathcal{N} \left (
  (x_0, x_1) \, \middle | \,
  (2+r, 0),
  \begin{bmatrix}
    5 & 0 \\
    0 & 9 \\
   \end{bmatrix}
\right)
Exp (x_2 | \lambda)
\label{eq:bkg_toy_pdf}"
193,1806.04743,"
f_s(\boldsymbol{x}) =
\mathcal{N} \left (
  (x_0, x_1) \, \middle | \,
  (1,1),
  \begin{bmatrix}
    1 & 0 \\
    0 & 1 \\
   \end{bmatrix}
\right)
Exp (x_2 | 2)
\label{eq:sig_toy_pdf}"
194,1806.04743,"
p(\boldsymbol{x}| \mu, r, \lambda) = (1-\mu) f_b(\boldsymbol{x} | r, \lambda) 
                                      + \mu f_s(\boldsymbol{x})
\label{eq:mixture_eq}"
195,1806.04743,"
p(\boldsymbol{x}| s, r, \lambda, b) = \frac{b}{ s+b}
 f_b(\boldsymbol{x} | r, \lambda) +
 \frac{s}{s+b} f_s(\boldsymbol{x}).
\label{eq:mixture_alt}"
196,1806.04743,"
\mathcal{L}(s, r, \lambda, b) = \textrm{Pois}(n | s+b) \prod^{n}
p(\boldsymbol{x}| s,r, \lambda, b)
\label{eq:ext_ll}"
197,1806.04743,"
s^{*}(\boldsymbol{x} | r, \lambda) = \frac{f_s(\boldsymbol{x})}{f_s(\boldsymbol{x}) + f_b(\boldsymbol{x} | r, \lambda) }
\label{eq:opt_clf}"
198,1806.04743,"
p(\boldsymbol{x}| \mu, \boldsymbol{\theta} ) = (1-\mu) f_b(\boldsymbol{x} | \boldsymbol{\theta}) 
                                                + \mu f_s(\boldsymbol{x} | \boldsymbol{\theta})
\label{eq:mixture_general}"
199,1806.04743,"
p(\boldsymbol{x}| \mu, \boldsymbol{\theta} ) = f_b(\boldsymbol{x} | \boldsymbol{\theta})   \left ( 1-\mu
                    + \mu \frac{f_s(\boldsymbol{x} | \boldsymbol{\theta})}{f_b(\boldsymbol{x} | \boldsymbol{\theta})}
                    \right )  
\label{eq:mixture_div}"
200,1806.04743,"
p(\boldsymbol{x}| \mu, \boldsymbol{\theta} ) = f_b(\boldsymbol{x} | \boldsymbol{\theta})   \left ( 1-3\mu
                    + \mu \frac{f_s(\boldsymbol{x} | \boldsymbol{\theta}) + f_b(\boldsymbol{x} | \boldsymbol{\theta})}{f_b(\boldsymbol{x} | \boldsymbol{\theta})}
                    \right )  
\label{eq:mixture_sub}"
201,1806.04743,"
p(\boldsymbol{x}| \mu, \boldsymbol{\theta} ) = f_b(\boldsymbol{x} | \boldsymbol{\theta})   \left ( 1-3\mu
                    + \mu \left ( 1- \frac{f_s(\boldsymbol{x} | \boldsymbol{\theta})}{f_s(\boldsymbol{x} | \boldsymbol{\theta})
                  +f_b(\boldsymbol{x} | \boldsymbol{\theta})} \right )^{-1}
                    \right )  
\label{eq:mixture_suff}"
202,1806.03994,"
\mathbf{z} = f_\text{enc}(\mathbf{e}) \,,
\label{eq:encoder}
"
203,1806.03994,"
\mathbf{\hat{e}} = f_\text{dec}(\mathbf{z}) \,,
\label{eq:decoder}
"
204,1806.03994,"
\mathcal{L}_\text{AE} = \sum_{i=1}^N || \mathbf{w} \odot \left( \log(\mathbf{e}_i+1) - \log(f_\text{dec}(f_\text{enc}(\mathbf{e}_i))+1) \right) ||_1 \,,
\label{eq:loss-ae}
"
205,1806.03994,"
\mathbf{\hat{z}} = f_\text{ip}(\mathbf{i}) \,,
\label{eq:image-predictor}
"
206,1806.03994,"
\mathcal{L}_\text{IP} = \sum_{i=1}^N || f_\text{enc}(\mathbf{e}_i) - f_\text{ip}(\mathbf{i}_i) ||_2 \,.
\label{eq:loss-ip}
"
207,1806.02185,"
-\bbE_q \left[ \log q(\bz)\right] + \bbE_q \left[ \log p(\bx,\bz)\right].
"
208,1806.02185,"\label{eq:minklQconv}
\min_{q(\bz)\in\conv(\cQ)}\dkl(q(\bz)||p(\bx,\bz)).
"
209,1806.02185,"\label{eq:FW_opt}
\min_{q\in\conv(\cA)}f(q).
"
210,1806.02185,"
\label{def:Cf}
\Cf := \sup_{\substack{s\in\cA,\, q \in \conv(\cA)
 \\ \gamma \in [0,1]\\ y = q + \gamma(s- q)}} \frac{2}{\gamma^2} D(y,q),
"
211,1806.02185,"
g(q) := \dkl(q\|p) - w(q) = \max_{s\in\conv(\cA)} \langle q-s,\log\frac{q}{p}\rangle.
"
212,1806.02185,"
g(q) = \max_{s\in\conv(\cA)} \langle q-s,\log\frac{q}{p}\rangle \geq \langle q-q^\star,\log\frac{q}{p} \geq \dkl(q\|p) - \dkl(q^\star\|p),
"
213,1806.04646,"
\label{eq:problatent}
p_\theta(\bm{x}) = \int p_\theta(\bm{x},\bm{z}) d\bm{z} = \int p_\theta(\bm{x}|\bm{z})p(\bm{z})d\bm{z}
"
214,1806.04646,"
\label{eq:elbo}
\begin{aligned}
\log p_\theta(\bm{x}) \ge
\mathrm{E}_{q_{\phi}(\bm{z}|\bm{x})}[\log p_\theta(\bm{x}|\bm{z})] - \mathrm{D_{KL}}\infdiv{q_\phi (\bm{z}|\bm{x})}{p(\bm{z})}
=-\mathrm{D_{KL}}\infdiv{q_\phi (\bm{z}|\bm{x})}{p(\bm{z}|\bm{x})}
\end{aligned}
"
215,1806.04646,"
\label{eq:encoder}
q_\phi(\bm{z}|\bm{x}) = \mathcal{N}(\bm{\mu}_{\phi}(\bm{x}), \exp(\bm{\sigma}_{\phi}^2(\bm{x})))
"
216,1806.04646,"
\label{eq:ae_adv_out}
\noindent
  \thinmuskip=\muexpr\thinmuskip*5/8\relax
  \medmuskip=\muexpr\medmuskip*5/8\relax
\begin{aligned}
& \underset{\bm{d}}{\min}
& & \Delta(\bm{r_{a}}, \bm{I_{t}}) + C\| \bm{d} \| \\
& \text{s.t.}
& & L \leq \bm{x} + \bm{d} \leq U ,\quad
\bm{z_{a}} = \mathrm{encoder}(\bm{x} + \bm{d}) ,\quad
\bm{r_{a}} = \mathrm{decoder}(\bm{z_a})
\end{aligned}
"
217,1806.04646,"
\label{eq:ae_adv}
\noindent
  \thinmuskip=\muexpr\thinmuskip*5/8\relax
  \medmuskip=\muexpr\medmuskip*5/8\relax
\begin{aligned}
& \underset{\bm{d}}{\min}
& & \Delta(\bm{z_{a}}, \bm{z_{t}}) + C\| \bm{d} \| \\
& \text{s.t.}
& & L \leq \bm{x} + \bm{d} \leq U ,\quad
\bm{z_{a}} = \mathrm{encoder}(\bm{x} + \bm{d})
\end{aligned}
"
218,1806.04646,"
\begin{aligned}
& \underset{\bm{d}}{\text{minimize}}
& & \| \bm{d} \| + C\cdot\xentropy(\bm{p}, \bm{p^A})\\
& \text{subject to}
& & L \leq \bm{x} + \bm{d} \leq U \\
& & & \bm{p} = f(\bm{x}+\bm{d}) \\
\end{aligned}
\label{eq:min}
"
219,1806.04646,"
\begin{aligned}
& \bm{d} = \epsilon sign(\delta_{\bm{x}}J(\theta, \bm{x}, y))
\end{aligned}
\label{eq:fast}
"
220,1806.04646,"
\label{eq:vae_adv}
\noindent
  \thinmuskip=\muexpr\thinmuskip*5/8\relax
  \medmuskip=\muexpr\medmuskip*5/8\relax
\begin{aligned}
& \underset{\bm{d}}{\text{min.}}
& & KL\infdiv{\bm{z}_{target}}{\bm{z}_{adversarial}} + C\| \bm{d} \| \\
& \text{s.t.}
& & L \leq \bm{x}_{original} + \bm{d} \leq U \\
& & & \bm{z}_{target} \sim \mathcal{N}(\bm{\mu}_{\phi}(\bm{x}_{target}), \exp(\bm{\sigma}_{\phi}^2(\bm{x}_{target}))) \\
& & & \bm{z}_{adv} \sim \mathcal{N}(\bm{\mu}_{\phi}(\bm{x}_{original}+\bm{d}), \exp(\bm{\sigma}_{\phi}^2(\bm{x}_{original}+\bm{d}))) \\
\end{aligned}
"
221,1806.04646,"
\label{eq:ae_adv}
\noindent
  \thinmuskip=\muexpr\thinmuskip*5/8\relax
  \medmuskip=\muexpr\medmuskip*5/8\relax
\begin{aligned}
& \underset{\bm{d}}{\text{min.}}
& & \| \bm{z_{target}} - \bm{z_{reconstruction}} \| + C\| \bm{d} \| \\
& \text{s.t.}
& & L \leq \bm{x}_{original} + \bm{d} \leq U \\
& & &  \bm{z_{reconstruction}} = encoder(\bm{x}_{original} + \bm{d})
\end{aligned}
"
222,1806.04616,"
%% pp(T) = P(w_1\ldots w_n)^{-1/n}.
%% "
223,1806.04616,"
pp(T) = P(w_1\ldots w_n)^{-1/n}.
"
224,1806.04610,"
	\label{eq:cov_X}
	\Sigma = \begin{bmatrix}
		\Lambda C \Lambda^T + D & \Lambda C \\
		C \Lambda^T & C \\
	\end{bmatrix} \:,
"
225,1806.04610,"
	\label{eq:integratedPrecison}
	\Omega = \Sigma^{-1} = \begin{bmatrix}
		D^{-1} & -D^{-1} \Lambda \\
		-\Lambda^T D^{-1} & C^{-1} + \Lambda^T D^{-1} \Lambda \\
	\end{bmatrix} \:.
"
226,1806.04610,"
	\hat{\Sigma} = \dfrac{1}{m}\sum_{i = 1}^{m} \Sigma^{(i)} \:.\label{eq:Sigma}
"
227,1806.04610,"
		\label{eq:consistency_S}
		\lim_{n \rightarrow \infty} \Pi(\widetilde{S} \in \mathcal{V}(\widetilde{S}_0) | \bm{Z}_n \in \D(\bm{Y}_n) ) = 1 \; a.s. \; \forall \; \mathcal{V}(\widetilde{S}_0),
		"
228,1806.04610," \label{eqn:decomposition}
		\begin{aligned}
		s_{ii} & = \lambda_{if(i)}^2 + d_{ii} \\
		s_{ij} & = c_{f(i)f(j)} \lambda_{if(i)} \lambda_{jf(j)} \: , \: i < j \:, \\
		\end{aligned}
		"
229,1805.07984,"\label{eq:gcn}
\vspace*{-0.5mm}
H^{(l+1)} = \sigma \left(\Dt \tilde{A} \Dt H^{(l)}W^{(l)} \right ), 
\vspace*{-0.5mm}
"
230,1805.07984,"\label{eq:gcn}
\vspace*{-0.5mm}
Z = f_\theta(A,X) = \softmax\left (\hat{A}\:\sigma\left (\hat{A}XW^{(1)} \right )\: W^{(2)}\right ),
"
231,1805.07984,"
\vspace*{-0.5mm}
 {L}(\theta; A, X) = - \sum_{v \in \mathcal{V}_L} \ln Z_{v,c_v}\text{\quad,\quad}Z = f_\theta(A,X)
 "
232,1805.07984,"
		 X'_{ui}\neq \Xnot_{ui}  \Rightarrow u\in \mathcal{A}
		\quad,\quad A'_{uv}\neq \Anot_{uv}  \Rightarrow u\in \mathcal{A} \vee v\in \mathcal{A}\label{eq:1}
	"
233,1805.07984," \sum_{u}\sum_i |\Xnot_{ui}-X'_{ui}|+\sum_{u<v} |\Anot_{uv}-A'_{uv}| \leq \Delta\label{eq:2}
"
234,1805.07984,"
{\alpha}_G \approx 1 + |\mathcal{D}_G|\cdot  \left[ \sum_{d_i\in \mathcal{D}_G} \log \frac{d_i}{d_{\min} - \frac{1}{2}} \right]^{-1}
\label{eq:alpha}
"
235,1805.07984,"
l(\mathcal{D}_x) = |\mathcal{D}_x|\cdot  \log \alpha_x + |\mathcal{D}_{x}| \cdot\alpha_x \cdot\log d_{\min} - (\alpha_x + 1)\hspace*{-2mm}\sum_{d_i\in \mathcal{D}_{x}}\log d_i
\label{eq:powerlaw_ll}
"
236,1805.07984,"
\Lambda(\Gnot,G') = -2\cdot l(H_0) + 2 \cdot l(H_1).
"
237,1805.07984,"\label{eq:graphconstraint}
	\Lambda(\Gnot,G')<\tau\approx 0.004
"
238,1805.07984,"
p(i \mid S_u) = \frac{1}{|S_u|} \sum_{j\in S_u} 1/d_j \cdot E_{ij}>\sigma.
"
239,1805.07984,"\label{eq:featureconstraint}
\forall u\in\mathcal{V}:\forall i\in {\mathcal{F}}: X'_{ui}=1 \Rightarrow i\in S_u \vee p(i|S_u)>\sigma
"
240,1805.07984,"
	\mathcal{L}_s \left( A, X; W, \Vtarget \right) = \max_{c\neq c_{old}} [\hat{A}^2 \, X W]_{\Vtarget c}-[\hat{A}^2 \, X W]_{\Vtarget c_{old}}
	\label{eq:surrogate_loss}
"
241,1806.04522,"
\begin{split}
\mathcal{L}_{\text{VI}}(q)&=\mathbb{E}_{q}[\log p(\pmb{x},\pmb{\theta})]+\mathbb{H}[q_{\phi}(\pmb{\theta}|\pmb{x})]\\
&=\mathbb{E}_{q}[-U(\pmb{\theta})]+\mathbb{H}[q_{\phi}(\pmb{\theta}|\pmb{x})]
\end{split}
\label{eq: ELBO}
"
242,1806.04522,"
\pmb{G}_{\text{Stein}}=-(\pmb{K}+\eta\pmb{I})^{-1}\langle\nabla,\pmb{K}\rangle
\label{eq:Gradient Estimator}
"
243,1806.04522,"
\{\pmb{\theta}^{t+1}\}_{n=1}^N=\pmb{f}_{\phi}(\{\pmb{\theta}^t\}_{n=1}^N,\mathcal{D})\;\;,\;\;\; \hat{q}_t=\frac{1}{N}\sum_{n=1}^N{\delta_{\pmb{\theta}^t_n}}
"
244,1806.04522,"
\mathcal{L}_{\text{VI}}^t(\{\pmb{\theta}^t\}_{n=1}^N)=\frac{1}{N}\sum_{n=1}^N{\log p(\mathcal{D},\pmb{\theta}^t_{n})}-\frac{1}{N}\sum_{n=1}^N{\log q(\pmb{\theta}_n^t|\mathcal{D})}
"
245,1806.04522,"
\mathcal{L}_{\text{cross}}=\frac{1}{T}\sum_{t=1}^T{\mathcal{L}_{\text{VI}}^t(\{\pmb{\theta}^t\}_{n=1}^N)}
\label{eq: Objective Cross Chain}
"
246,1806.04522,"
\mathcal{L}_{\text{In-chain}}(\{\{\pmb{\theta}_k^t\}_{k=1}^K\}_{t=1}^T)=\frac{1}{TK}\sum_{t=1}^T\sum_{k=1}^K{\log p(\mathcal{D},\pmb{\theta}_{k}^t)-\log q_{T,K}(\pmb{\theta}_k^t|\mathcal{D})}
"
247,1806.04522,"
U(\pmb{\theta}) = -\sum_{n=1}^N \log p(\pmb{y}_n | \pmb{x}_n, \pmb{\theta}) - \log p(\pmb{\theta}) = \sum_{n=1}^N \ell(\pmb{y}_n, \text{NN}_{\pmb{\theta}}(\pmb{x}_n) ) - \log p(\pmb{\theta}) ,
\label{eq:U}
"
248,1806.04522,"
d\pmb{z}=\pmb{f}(\pmb{z})dt+\sqrt{2\pmb{D}(\pmb{z})}d\pmb{W}(t),
\label{eq:Continuous SDE}
"
