,id,alg
21,1806.04308,"
\caption{Wilcoxon Criterion}
\begin{algorithmic}[1]
\renewcommand{\algorithmicrequire}{\textbf{Input:}}
\renewcommand{\algorithmicensure}{\textbf{Output:}}
\REQUIRE Best candidate feature set: $X \in \mathbb{R}^{d\times k}$, proposed single new feature $f$, significance level $\alpha$
\ENSURE  Boolean, if feature $f$ is discarded or kept
\\ \FOR {each feature $x$ in $X$}
\STATE $p \leftarrow$ Wilcoxon signed-rank test. 
\STATE If $p > \alpha$. Then discard $f$ and terminate, otherwise continue
\ENDFOR
\STATE Keep feature $f$
\end{algorithmic}
"
22,1806.04308,"
\caption{Supervised Criterion}
\begin{algorithmic}[1]
\renewcommand{\algorithmicrequire}{\textbf{Input:}}
\renewcommand{\algorithmicensure}{\textbf{Output:}}
\REQUIRE Incoming set of features: $U \in \mathbb{R}^{d\times k}$, significance level $\alpha$
\ENSURE  A set $G$, representing the set of selectioned features
\\ \textit{Initialize:} $G = \{\}$
\\ \STATE Sort $U$ according to function $s$
\\ \FOR {each feature $f$ in $U$}
\STATE If $F(G \cup f) - F(G) > \epsilon$ then $G = G \cup f$
\STATE If $t(f, G) > \alpha$ then $G = G \cup f$
\ENDFOR
\\ \STATE Return $G$
\end{algorithmic}
"
23,1806.04308,"
\caption{Global Criterion}
\begin{algorithmic}[1]
\renewcommand{\algorithmicrequire}{\textbf{Input:}}
\renewcommand{\algorithmicensure}{\textbf{Output:}}
\REQUIRE Incoming set of features: $U \in \mathbb{R}^{d\times n}$, tolerance level $\lambda$
\ENSURE  A set $G$, representing the set of selectioned features
\\ \textit{Initialize:} $G = \{\}$
\\ \STATE Fit a model with elasticnet regularizer
\\ \FOR {each feature $f$ in $U$}
\STATE If $\lvert \beta_f \rvert \geq \lambda$ then $G = G \cup f$
\ENDFOR
\\ \STATE Return $G$
\end{algorithmic}
"
24,1806.04308,"
\caption{Diverse Online Feature Selection}
\begin{algorithmic}[1]
\renewcommand{\algorithmicrequire}{\textbf{Input:}}
\renewcommand{\algorithmicensure}{\textbf{Output:}}
\REQUIRE Best feature candidate feature set $X$, Feature stream $F$, label vector $Y$
\ENSURE  A set $G$, representing the set of selectioned features
\\ \WHILE{features are arriving}
\STATE $G \leftarrow$ generate new group of features
\\ \STATE Sample features from $G$ using DPP to get sampled subset $G'$ conditional on $X$
\\ \FOR {$f$ in $G'$}
\STATE \textbf{Local Criterion}: Evaluate feature $f$ using unsupervised and/or supervised criterions to determine relevancy
\\ \STATE \textbf{Global Criterion}: Perform redundacy check based on regulariser
\ENDFOR
\ENDWHILE
\end{algorithmic}
"
25,1806.04090,"[H]
		\SetKwInOut{Input}{Input}
		\SetKwInOut{Output}{Output}
		\Input{$\lambda \in \real^n$ with $|\lambda_1| \geq \ldots |\lambda_n| $; sparsity budget $s$ such that $0 < s \leq n$.}
		\Output{$p \in \real^n$ solving \eqref{eq:opt_prob1}.}
		$i = 1$\;
		\While{$i \leq n$}{
			\eIf{ $|\lambda_i|s \leq \sum_{j=i}^n |\lambda_i|$}{
				\For{$k = i,\ldots, n$}{
				$p_k = |\lambda_k|s\left(\sum_{j=i}^n |\lambda_i|\right)^{-1}$\;
				}
				$i = n+1$\;				
			}{
				$p_i = 1, s = s-1$\;
				$i = i+1$\;
			}
		}
		\caption{\atomsgd{} probabilities}
		\label{alg:opt_sparse}
	"
26,1802.04325,"
	\caption{Variational State Tabulation.
				\label{alg:VaST}}
	Initialize replay memory $\mathcal{M}$ with capacity $\mathcal{N}$\\
	Initialize sweeping table process $\mathcal{B}$ with transition add queue $\mathcal{Q}^+$ and delete queue $\mathcal{Q}^-$
   \begin{algorithmic}[1]
	\FOR{each episode}
		\STATE Set $t \leftarrow 0$
		\STATE Get initial observations $o_0$\\
		\STATE Process initial state $\bar{s}_0 \leftarrow \argmax_{s} q_\phi(s|o_{0})$\\
		\STATE Store memory $(o_{0},\bar{s}_{0})$ in $\mathcal{M}$
		\WHILE{not terminal}
			\STATE Set $t \leftarrow t + 1$
			\STATE Take action $a_{t}$ with $\epsilon$-greedy strategy based on $\tilde{Q}(s_{t-1},a)$ from $\mathcal{B}$
			\STATE Receive $r_t$, $o_t$
			\STATE Process new state $\bar{s}_t \leftarrow \argmax_{s} q_\phi(s|o_{t-k:t})$
			\STATE Store memory $(o_{t},\bar{s}_{t},a_{t},r_{t})$ in $\mathcal{M}$
			\STATE Put transition $(\bar{s}_{t-1},a_{t},r_{t},\bar{s}_{t})$ on $\mathcal{Q}^+$
			\IF{training step}
				\STATE Set gradient list $\mathcal{G} \leftarrow \{\}$
				\FOR{sample in minibatch}
					\STATE Get $(o_{j-k - 1:j}, a_j)$ from random episode and step $j$ in $\mathcal{M}$
					\STATE Process $q_\phi(s_{j-1}|o_{j-k-1:j-1})$, $q_\phi(s_j|o_{j-k:j})$ with encoder
					\STATE Sample $\hat{s}_{j-1}$, $\hat{s}_{j} \sim \hat{q}_\phi$ with temperature $\lambda$
		  			\STATE Process $p_\theta(o_j|\hat{s}_j)$, $p_\theta(\hat{s}_j|a_j,\hat{s}_{j-1})$ with decoder and transition network
		  			\STATE Append $\nabla_{\theta, \phi} \mathcal{F}(\theta, \phi; o_{j-k - 1:j})$ to $\mathcal{G}$
					\FOR{$i$ in \{$j-1$, $j$\}}
						\STATE Process $\bar{s}^{new}_i \leftarrow \argmax_{s} q_\phi(s|o_{i-k:i})$
						\STATE Get ($\bar{s}_{i-1}$, $a_{i}$, $r_i$, $\bar{s}_i$, $a_{i+1}$, $r_{i+1}$, $\bar{s}_{i+1}$) from $\mathcal{M}$
						\IF{$\bar{s}_{i} \neq \bar{s}^{new}_{i}$}
							\STATE Put $(\bar{s}_{i-1},a_{i},r_{i},\bar{s}_{i})$,  $(\bar{s}_{i},a_{i+1},r_{i+1},\bar{s}_{i+1})$ on $\mathcal{Q}^-$
							\STATE Put $(\bar{s}_{i-1},a_{i},r_{i},\bar{s}^{new}_{i})$,  $(\bar{s}^{new}_{i},a_{i+1},r_{i+1},\bar{s}_{i+1})$ on $\mathcal{Q}^+$
							\STATE Update $\bar{s}_{i} \leftarrow \bar{s}^{new}_{i}$ in $\mathcal{M}$
						\ENDIF
					\ENDFOR
				\ENDFOR
				\STATE Perform a gradient descent step according to $\mathcal{G}$ with given optimizer
			\ENDIF
	  	\ENDWHILE
	\ENDFOR
   \end{algorithmic}
"
27,1802.04325,"
    \caption{Prioritized Sweeping Process.}\label{alg:ps}
	Initialize $V(s) = U(s) = 0$ for all s \\
	Initialize $Q(s,a) = 0$ for all s, a \\
	Initialize $N_{sa}, N^{s'}_{sa} = 0$ for all $s$, $a$, $s'$ \\
	Initialize priority queue $\mathcal{P}$ with minimum priority cutoff $p_{min}$\\
	Initialize add queue $\mathcal{Q}^+$ and delete queue $\mathcal{Q}^-$
   \begin{algorithmic}[1]
   \WHILE{True}
		\WHILE{$\mathcal{Q}^+$, $\mathcal{Q}^-$ empty}
			\STATE Remove top state $s'$ from $\mathcal{P}$
			\STATE $\Delta U \leftarrow V(s') - U(s')$
			\STATE $U(s') \leftarrow V(s')$
			\FOR{$\mathbf{all}$ $(s,a)$ pairs with $N^{s'}_{sa} > 0$}
				\STATE $Q(s,a) \leftarrow Q(s,a) + \gamma N^{s'}_{sa}/N_{sa}\cdot \Delta U$
				\STATE $V(s) \leftarrow \max_b\{Q(s, b)|N_{sb}>0\}$
				\STATE add/update $s$ in $\mathcal{P}$ with priority $| U(s) - V(s) |$ if $| U(s) - V(s) | > p_{min}$
			\ENDFOR
		\ENDWHILE
		\FOR{$(s,a,r,s')$ in $\mathcal{Q}^+$}
			\STATE $N_{sa} \leftarrow N_{sa} + 1$; $N^{s'}_{sa} \leftarrow N^{s'}_{sa} + 1$
			\STATE $Q(s,a) \leftarrow [Q(s,a)(N_{sa} - 1) + r + \gamma U(s')]/N_{sa}$
			\STATE $V(s) \leftarrow \max_b\{Q(s, b)|N_{sb}>0\}$
			\STATE add/update $s$ in $\mathcal{P}$ with priority $| U(s) - V(s) |$ if $| U(s) - V(s) | > p_{min}$
		\ENDFOR
		\FOR{$(s,a,r,s')$ in $\mathcal{Q}^-$}
			\STATE $N_{sa} \leftarrow N_{sa} - 1$; $N^{s'}_{sa} \leftarrow N^{s'}_{sa} - 1$
			\IF{$N_{sa} > 0$}
				\STATE $Q(s,a) \leftarrow [Q(s,a)(N_{sa} + 1) - (r + \gamma U(s'))]/N_{sa}$
			\ELSE
				\STATE $Q(s,a) \leftarrow 0$
			\ENDIF
			\IF{$\sum_bN_{sb} > 0$}
				\STATE $V(s) \leftarrow \max_b\{Q(s, b)|N_{sb}>0\}$
			\ELSE
				\STATE $V(s) \leftarrow 0$
			\ENDIF
			\STATE add/update $s$ in $\mathcal{P}$ with priority $| U(s) - V(s) |$ if $| U(s) - V(s) | > p_{min}$
		\ENDFOR
	\ENDWHILE
   \end{algorithmic}
"
28,1712.03333,"[t!]
\caption{ADFQ algorithm}
\begin{algorithmic}[1]
\small
\State Initialize randomly $\mu_{s,a}$, $\sigma_{s,a}$ $\forall s \in \mathcal{S}$ and $\forall a \in \mathcal{A}$
\For{each episode}
\State Initialize $s_0$
\For{each time step $t$}
\State Choose an action, $a_t \sim$ $\pi^{action}(s_t;\theta_t)$ 
\State Perform the action and observe $r_t$ and $s_{t+1}$
\For{each $b \in \mathcal{A}$}
\State Compute $\mu^*_{\tau,b}$, $\sigma^*_{\tau,b}$, $k^*_{\tau,b}$ using Eq.\ref{eq:peak}-\ref{eq:magnitude}
\EndFor
\State Update $\mu_{s_t, a_t}$ and $\sigma_{s_t,a_t}$ using Eq.\ref{eq:approx_v1}
\EndFor
\EndFor
\end{algorithmic} \label{table:adfq}
"
29,1704.03581,"[Partially Collapsed Gibbs Sampler]
\label{PC-LDA}
Repeat until convergence:
\begin{itemize}
\item Sample $\v{\phi}_k \dist[Dir](\v{n}_k + \v{\beta})$ in parallel for $k=1,..,K$.
\item Sample $z_{i,d} \propto \phi_{k,v(i)}\,\alpha_k + \phi_{k,v(i)}\, m_{d,k}^{-i}$ in parallel for $d=1,..,D$.
\end{itemize}
"
30,1704.03581,"[P\'{o}lya Urn Partially Collapsed Gibbs Sampler] \label{polya-urn-LDA}
Repeat until convergence:
\begin{itemize}
\item Sample $\v{\phi}_k \dist[PPU](\v{n}_k + \v{\beta})$ in parallel for $k=1,..,K$.
\item Sample $z_{i,d} \propto \phi_{k,v(i)}\,\alpha_k + \phi_{k,v(i)}\, m_{d,k}^{-i}$ in parallel for $d=1,..,D$.
\end{itemize}
"
31,1704.03581,"[Collapsed Gibbs Sampler]\label{t-gibbs}
Repeat until convergence:
\begin{itemize}
\item Sample $z_1 \given z_2 \dist[T][\rho z_2, (0.8 + 0.2z_2^2)(1 - \rho^2), 5]$
\item Sample $z_2 \given z_1 \dist[T][\rho z_1, (0.8 + 0.2z_1^2)(1 - \rho^2), 5]$
\end{itemize}
"
32,1704.03581,"[Uncollapsed Gibbs Sampler]\label{t-ig-gibbs}
Repeat until convergence:
\begin{itemize}
\item Sample $\Phi \dist[IG] [3, 0.5 \v{z}^T \m{\Sigma}^{-1} \v{z} + 2]$
\item Sample $\v{z} \dist[N]_2 [\v{0}, \Phi \m{\Sigma}]$
\end{itemize}
"
33,1806.03674,"[ht]
\SetKwInOut{Output}{output}
\caption{Statistical sampling by $(1,\lambda)$-selection}
$t \leftarrow 0$\;
$\mathcal{S} \leftarrow$ $\emptyset$\;
\Repeat{$t \geq N_{\texttt{iter}}$} {
 \For{$k\leftarrow 1$ \KwTo $\lambda$}{
 $\vec{x}^{(t+1)}_{k} \leftarrow \vec{x}_{0} + \vec{z}_k,~~~\vec{z}_k \sim \mathcal{N} ( \vec{0},\mathbf{I} )$\;
 $J^{(t+1)}_{k}\leftarrow$ \texttt{evaluate} $\left(\vec{x}^{(t+1)}_{k}\right)$\;
 } 
 $m_{t+1} \leftarrow\arg\min \left(\left\{J^{(t+1)}_{\imath}\right\}_{\imath=1}^{\lambda} \right)$\;
 $\mathcal{S} \leftarrow \mathcal{S} \cup \left\{ \vec{x}^{(t+1)}_{m_{t+1}} \right\} $\;
 $t \leftarrow t+1$\;
 }
%\BlankLine
\Output{$\mathcal{C}^{\texttt{stat}}=$\texttt{statCovariance}$\left(\mathcal{S}\right)$}
\label{algo:ES_sampling}
"
34,1802.07191,"%[H]
\vspace{0.02in}
\begin{algorithmic}[1]
\REQUIRE $\Gcal=(\Lcal,\Ecal)$,
$\Lcal$ is topologically sorted in $S$.
% \STATE $S \leftarrow$ initialise queue with $\{\opnode\}$.
\STATE $\distoprw(\opnode) = 0$, $\distoprw(u) = \textrm{\inlabelfont{nan}}\;\,
  \forall u\neq \opnode$.
% \STATE ${\rm pop\_last}(S)$
\WHILE{$S$ is not empty}
\STATE $u\leftarrow {\rm pop\_last}(S)$
\STATE $\Delta \leftarrow \{\distoprw(c): c \in {\rm children}(u)\}$ \label{line:child}
\STATE $\distoprw(u) \leftarrow 1 + {\rm average}(\Delta)$
\ENDWHILE
\STATE \textbf{Return} $\distoprw$.
\end{algorithmic}
\caption{$\;$Compute $\distoprw(u)$ for all $u\in\Lcal$ \label{alg:rwpl}}
"
35,1711.06288,"
       \caption{Stochastic Inference of the Fusion Network}
       \label{alg:inference}
       \begin{algorithmic}
       \Require $V\in\mathbb R^{D\times (M\times N)}$: Spatial feature map of image.
       \Require $U\in\mathbb R^{K\times L}$: Language feature map of expression. 
       \Ensure Fusion feature map $O\in\mathbb R^{D\times (M\times N)}$. 
       \Function {Fusion}{$V,U$}
       	  \State Initialize $S^0=V$. 
           \ForAll  {$t=0$ to $t_{max}-1$}
           	\State $\hat U^t = \textbf{Attention}(U,S^t;\theta_a) $ 
 			\State $S^{t+1},\hat{O}^{t} =\textbf{C-GRUs}(S^t,\hat U^t;\theta_c) $
%              \ForAll {$i=1$ to $M\times N$}
%            	  \If {$\tau_{i}=0$}
%                  \State Sample ${\tau}_{i}\sim p(\cdot|f_{tg} (s_{i}^t;\theta_{tg})) $
%                  \If {$\tau_{i}=1$}
%                    \State Set $o_i=\hat{o}_i^t $
%                  \EndIf
%                \EndIf
%              \EndFor          
           \State Sample $\pmb{\tau}^{t+1}\sim p(\cdot|f_{tg} (S^{t+1};\theta_{tg}))$ 
           \If {$\tau_{i}^{t+1}=1$ and $\tau_{i}^s=0$ for $s\leq t$}
             \State Set $O_{i}=\hat O_{i}^{t+1}$.
           \EndIf
           \EndFor  
          
           \ForAll {$i=1$ to $M\times N$}
% %          	\If {$\tau_{i}=0$ for $s\leq T-1$}
           	\If {$\tau_{i}=0$}
             	\State Set $o_{i}=\hat{o}_{i}^{t_{max}-1} $
             \EndIf
 		  \EndFor	
 	  \EndFunction
       \end{algorithmic}
 "
36,1803.00942,"
\caption{Deep Learning with Importance Sampling} \label{alg:training}
\begin{algorithmic}[1]
    \STATE Inputs $B, b, \tau_{th}, a_{\tau}, \theta_0$
    \STATE $t \gets 1$
    \STATE $\tau \gets 0$
    \REPEAT
        \IF{$\tau > \tau_{th}$}
            \STATE $\mathcal{U} \gets B$ uniformly sampled datapoints
            \STATE $g_i \propto \hat{G_i} \quad \forall i \in \mathcal{U}$ 
                according to eq~\ref{eq:upper_bound}
            \STATE $\mathcal{G} \gets b$ datapoints sampled with $g_i$
                from $\mathcal{U}$
            \STATE $w_i \gets \frac{1}{B g_i} \quad \forall i
                \in \mathcal{G}$
            \STATE $\theta_t \gets \text{sgd\_step}(w_i,
                \mathcal{G}, \theta_{t-1})$
        \ELSE
            \STATE $\mathcal{U} \gets b$ uniformly sampled datapoints
            \STATE $w_i \gets 1 \quad \forall i \in \mathcal{U}$
            \STATE $\theta_t \gets \text{sgd\_step}(w_i,
                \mathcal{U}, \theta_{t-1})$
            \STATE $g_i \propto \hat{G_i} \quad \forall i \in \mathcal{U}$
                \label{alg:line:uniform_gi}
        \ENDIF
        \STATE $\tau \gets a_{\tau} \tau + (1-a_{\tau}) \left(1 - \frac{1}{\sum_{i} g_i^2} \norm{g - \frac{1}{|\mathcal{U}|}}_2^2\right)^{-1}$
    \UNTIL{convergence}
\end{algorithmic}
"
37,1802.02664,"[htb!]
   \caption{The algorithm to compute RLT of a dataset. See \cref{sec:stochastic} for details. Suggested default values of the parameters for a dataset $X \in \mathbb{R}^{N \times D}$ are $L_0 = 64$, $\gamma = \frac{1}{128} / \frac{N}{5000}$, $i_{\max}=100$, $n=10000$.}
   \label{alg:mrlt}
\begin{algorithmic}
   \STATE {\bfseries Require:} $X$: $2D$ array representing the dataset
   \STATE {\bfseries Require:} $L_0$: Number of landmarks to use
   \STATE {\bfseries Require:} $\gamma$: Coefficient determining $\alpha_{\max}$
   \STATE {\bfseries Require:} $i_{\max}$: Upper bound on $i$ in $\RLT(i, 1, X, L)$
   \STATE {\bfseries Require:} $n$: Number of experiments
   \STATE {\bfseries Require:} \texttt{dist}$(A,\ B)$: Function computing the matrix of pairwise (Euclidean) distances between samples from $A$ and $B$
   \STATE {\bfseries Require:} \texttt{witness}$(d,\ \alpha,\ k)$: Function computing the family of witness complexes using the matrix of pairwise distances $d$, maximal value of persistence parameter $\alpha$ and maximal dimension of simplices $k$
   \STATE {\bfseries Require:} \texttt{persistence}$(w, k)$: Function computing the persistence intervals of a family $w$ in dimension $k$
   \STATE {\bfseries Returns:} An array of size $n \times i_{\max}$ of the obtained RLT for each experiment
   \STATE {\bfseries Initialize:} $\mathrm{rlt} = \texttt{zeros}(n,\ i_{\max})$
   \FOR{$i=0$ {\bfseries to} $n-1$}
   \STATE $L^{(i)} \leftarrow$ \texttt{random\_choice}$(X,\ \texttt{size}\negmedspace=\negmedspace L_0)$
   \STATE $d^{(i)} \leftarrow$  \texttt{dist}$(L^{(i)},\ X)$ 
   \STATE $\alpha^{(i)}_{\max} \leftarrow$ $\gamma \cdot  \texttt{max}(\texttt{dist}(L^{(i)},\ L^{(i)}))$
   \STATE $W^{(i)} \leftarrow \texttt{witness}(d^{(i)},\ \alpha^{(i)}_{\max},\ 2)$
   \STATE $\mathcal{I}^{(i)} \leftarrow \texttt{persistence}(W^{(i)},\ 1)$
   \FOR{$j=0$ {\bfseries to} $i_{\max} - 1$} 
   \STATE Compute $\RLT(j, 1, X, L^{(i)})$ using \cref{eq:rlt-def,eq:beta-def}
   \STATE $\mathrm{rlt}[i,\ j] \leftarrow \RLT(j, 1, X, L^{(i)})$
   \ENDFOR
   \ENDFOR
\end{algorithmic}
"
38,1802.02664,"[htb!]
   \caption{\emph{Geometry Score}, the proposed algorithm to compute topological similarity between datasets}
   \label{alg:top-score}
\begin{algorithmic}
   \STATE {\bfseries Require:} $X_1, X_2$: arrays representing the datasets
   \STATE {\bfseries Returns:} $s$: a number representing the topological similarity of $X_1$ and $X_2$
   \STATE {\bfseries Initialize:} $s=0$
	\STATE For $X_1$ and $X_2$ run \cref{alg:mrlt} with the same collection of parameters, obtaining arrays $\mathrm{rlt}_1$ and $\mathrm{rlt}_2$
    \STATE $\mathrm{mrlt}_1 \leftarrow \texttt{mean}(\mathrm{rlt}_1,\ \texttt{axis}\negmedspace=\negmedspace 0)$
    \STATE $\mathrm{mrlt}_2 \leftarrow \texttt{mean}(\mathrm{rlt}_2,\ \texttt{axis}\negmedspace=\negmedspace 0)$
    \STATE $s \leftarrow \texttt{sum} ((\mathrm{mrlt}_1 - \mathrm{mrlt}_2)^2)$
\end{algorithmic}
"
39,1806.03467,"
\begin{algorithmic}
  \STATE{\textbf{Input}: data set $S$ of size $s$}
  \STATE{\textbf{Initialize}: For each $z_i\in S$, set weight
    $a_{ib} = 0$ for all $b\in[B]$}
  \INDSTATE{Let $S^1$, $S^2$, and $S^3$ denote the first,
    second, and third $s/3$ parts of the input data set $S$}

    \INDSTATE{Let $K$ be the kernel function computed by $\cL_k$
      using data set $S^1$}

    \INDSTATE{Let $H = \{z \in S^2\mid K(x, x_i, S^2) > 0\}$ be
      the set of points with non-zero weight}

    \INDSTATE{Compute nuisance estimator $\hat h$ using the data set
      $H$}
    
    \STATE{\textbf{Output}:
    $\sum_{z_i \in S^3} K(x, x_i, S^3) \psi(z_i; \theta, \hat h)$}
   
  \caption{Base function $f_0$, parameterized by a target point $x$,
    an estimate $\theta$, and a base kernel learner
    $\cL_k$} \label{alg:basefunction}

\end{algorithmic}
"
40,1806.03467,"[h]
\begin{algorithmic}[1]
  \STATE{\textbf{Input}: a dataset $D$ of size $n$, target point $x$,
    kernel base learner $\cL_k$, parameter $B$: number of kernels,
    parameter $s$ subsample size} 

  \STATE{Randomly split the data set $D$ into two data sets of equal
    size $D_1$ and $D_2$}
  \STATE{\textbf{First stage: nuisance estimation.}}
  \STATE{Compute nuisance estimate $\hat h$ by performing a kernel
    nuisance estimation using dataset $D_1$}

    \STATE{\textbf{Second stage: moment estimation with $\hat h$}.}

    \STATE{For each $Z_i\in D_2$, set weight $a_{ib} = 0$ for all
      $b\in[B]$}

    \STATE{\textbf{For} $b = 1 ,\ldots , B$: }

    \INDSTATE{Let $S_{b}$ be a set of $s$ observations randomly
      subsampled without replacement from $D_2$}
    % ; Randomly partition
    % $S_{b}$ into two data sets of even size: $S_{b}^1$ and
    % $S_{b}^2$

    \INDSTATE{Run tree learner on $S_b$ and compute tree weight on
      each observation $i\in D_2$.}
    \STATE{\textbf{For} each $Z_i\in D_2$, let $a_i = \frac{1}{B}\sum_{b=1}^B a_{ib}$}
  \STATE{Compute $\hat \theta$ by solving the weighted moment
    condition in \Cref{weighted_moment}.
    }
    \caption{Orthogonal Random Forest}
  \label{alg:mainalg}
\end{algorithmic}
"
41,1806.03467,"[htpb]
  \label{alg:stage-two}
\begin{algorithmic}
  \STATE{\textbf{Input}: data set $S$, target point $x$, Kernel
    function $\hat{K}(x, x_i, S)$ using an auxiliary sample $S'$, such
    that $\sum_{i=1}^n \hat{K}(x, x_i, S)=1$. }


 \STATE Using a samples $S''$
  estimate nuisance function $\hat{h}$ \STATE For each data target
  $x$, estimate $\theta(x)$ by solving the local empirical moment:
\begin{equation}
\sum_{i\in S} \hat{K}(x, x_i, S_{-i})\cdot \psi(Z_i; \theta, \hat{h})=0
\end{equation}
\end{algorithmic}
\caption{Stage 2: estimation via orthogonal machine learning}
\label{alg:general}
"
42,1806.03467,"[h]
\begin{algorithmic}[1]
  \STATE{\textbf{Input}: a dataset $D$ of size $n$, target point $x$,
    kernel base learner $\cL_k$, parameter $B$: number of kernels,
    parameter $s$ subsample size} 

  \STATE{Randomly split the data set $D$ into two data sets of equal
    size $D_1$ and $D_2$}
  \STATE{\textbf{First stage: nuisance estimation.}}
  \STATE{Compute nuisance estimate $\hat h$ by performing a kernel
    nuisance estimation using dataset $D_1$}

    \STATE{\textbf{Second stage: moment estimation with $\hat h$}.}

    \STATE{For each $Z_i\in D_2$, set weight $a_{ib} = 0$ for all
      $b\in[B]$}

    \STATE{\textbf{For} $b = 1 ,\ldots , B$: }

    \INDSTATE{Let $S_{b}$ be a set of $s$ observations randomly
      subsampled without replacement from $D_2$}
    % ; Randomly partition
    % $S_{b}$ into two data sets of even size: $S_{b}^1$ and
    % $S_{b}^2$

    \INDSTATE{Run tree learner on $S_b$ and compute tree weight on
      each observation $i\in D_2$.}
    \STATE{\textbf{For} each $Z_i\in D_2$, let $a_i = \frac{1}{B}\sum_{b=1}^B a_{ib}$}
  \STATE{Compute $\hat \theta$ by solving the weighted moment
    condition in \Cref{weighted_moment}.
    }
    \caption{Orthogonal Random Forest}
  \label{alg:mainalg}
\end{algorithmic}
"
43,1806.03461,"[H]
  \caption{Comparator}
  {\bf Inputs:}~~Encrypted $\mathbb{B}[\tilde{S}]$, unencrypted $\mathbb{B}[(d-b)/2]$, size $d$ of $\mathbb{B}[(d-b)/2]$,$\mathbb{B}[\tilde{S}]$ \\
  {\bf Output:}~~Result of $2\tilde{S} \geq d - b$
  \begin{algorithmic}[1]
  \label{alg:compare}
  	\STATE $o = 0$
  	\FOR{$i = 1,\ldots,d$}
    	\IF{$\mathbb{B}[(d-b)/2]_i = 0$}
    		\STATE $o = \textsc{MUX}(\mathbb{B}[\tilde{S}]_i, \tilde{1}, o)$
    	\ELSE
    		\STATE $o = \textsc{MUX}(\mathbb{B}[\tilde{S}]_i, o, \tilde{0})$
    	\ENDIF
    \ENDFOR
    \STATE {\bf Return:} $o$
  \end{algorithmic}
"
44,1805.10209,"[H]
\caption{SESTRA: \textbf{S}ingl\textbf{e}-\textbf{st}ep \textbf{R}eward Observ\textbf{a}tion.}\label{alg:learning}
\begin{algorithmic}[1]
\footnotesize
\Require Training data $\{(\instruction^\dataindex_\turnindex, \state_{\turnindex, 1}^\dataindex, \langle \instruction^\dataindex_1, \dots, \instruction^\dataindex_{\turnindex-1} \rangle, $ $\goalstate^\dataindex_\turnindex) \}_{j=1,\turnindex=1}^{N,\interactionlength^\dataindex}$, learning rate $\mu$, entropy regularization coefficient   $\lambda$, episode limit horizon $M$.
\Definitions $\policy_\theta$ is a policy parameterized by $\theta$, $\act{BEG}$ is a special action to use for the first decoder step, and $\act{STOP}$ indicates end of an execution. $\transition(\state, \action)$ is the state transition function, $H$ is an entropy function, $R^\dataindex_\turnindex(\state, \action,\state')$ is the reward function for example $j$ and instruction $\turnindex$, and $\textsc{RMSProp}$ divides each weight by a running average of its squared gradient~\cite{Tieleman:12}.
\Ensure Parameters $\theta$ defining a learned policy $\policy_\theta$.
\For{$t = 1, \dots, T, j = 1, \dots, N$}\label{algline:epoch}
	\For{$i = 1, \dots, n^\dataindex$}
    \State $\execution \leftarrow \langle ~ \rangle, \outputindex \gets 0, \action_0 \gets \mathtt{BEG}$ 
	\State \Comment{Rollout up to $\act{STOP}$ or episode limit.}
    \While{$\action_{\outputindex} \neq \mathtt{STOP} \land \outputindex < M$}\label{algline:rollout}
        \State $\outputindex \leftarrow \outputindex + 1$    	
    	\State $\acontext_\outputindex \gets  (\instruction_\turnindex, \langle \instruction_1, \dots, \instruction_{\turnindex-1}\rangle, \state_\outputindex, \execution[:\outputindex])$
		\State \Comment{Sample an action from policy.}
        \State $\action_\outputindex \sim \policy_\theta (\acontext_\outputindex, \cdot)$
        \State $\state_{\outputindex+1} \leftarrow \transition(\state_\outputindex, \action_\outputindex)$
        \State $\execution \leftarrow [ \execution ;  \langle (\state_\outputindex, \action_\outputindex)\rangle ]$\label{algline:rolloutend}
    \EndWhile
    \State $\Delta \gets \bar{0}$
    \For{$k' = 1,\dots,k$}
%
        \State \Comment{Compute the entropy of $\pi_\theta(\acontext_{k'}, \cdot)$.}
        \State $\Delta \gets \Delta + \lambda \nabla_\theta  H(\policy_\theta(\acontext_{k'}, \cdot))$ \label{algline:entropy}
        \For{$\action \in \actions$}
        	\State $\state' \gets \transition(\state_{k'}, \action)$
			\State \Comment{Compute gradient for action $\action$.}
            \State $\Delta \leftarrow \Delta + R^\dataindex_\turnindex(\state_{k'}, \action, \state')\nabla_\theta \policy_\theta(\acontext_{k'}, \action)$ \label{algline:action}
        \EndFor
    \EndFor
    \State $\theta \leftarrow \theta + \mu \textsc{RMSProp}\left(\dfrac{\Delta}{\outputindex}\right)$ \label{algline:update}
	\EndFor
\EndFor
\State \Return $\theta$
\end{algorithmic}
\label{alg:learn} 
"
